X,Y,Z,Label
396143.456,3988032.643,1947.851,1947.851
396069.905,3988179.781,1947.857,1947.857
396139.189,3987997.285,1947.883,1947.883
396069.344,3988169.527,1947.891,1947.891
396124.780,3988049.809,1947.924,1947.924
396077.270,3988239.531,1947.965,1947.965
396142.682,3987985.114,1947.998,1947.998
396236.473,3988456.093,1948.040,1948.040
396125.425,3988318.850,1948.064,1948.064
396097.273,3988123.970,1948.065,1948.065
396164.716,3987956.871,1948.071,1948.071
396154.069,3988043.897,1948.095,1948.095
396310.144,3988394.163,1948.201,1948.201
396070.370,3988185.433,1948.255,1948.255
396139.217,3988459.301,1948.262,1948.262
396138.461,3988002.318,1948.345,1948.345
396102.202,3988131.920,1948.390,1948.390
396137.424,3988364.816,1948.402,1948.402
396098.438,3988276.126,1948.463,1948.463
396106.115,3988283.081,1948.521,1948.521
396095.384,3988272.017,1948.548,1948.548
396071.875,3988208.272,1948.556,1948.556
396156.879,3987959.446,1948.598,1948.598
396087.705,3988160.218,1948.605,1948.605
396109.748,3988077.364,1948.713,1948.713
396100.324,3988113.881,1948.740,1948.740
396139.170,3988007.484,1948.757,1948.757
396122.944,3988054.580,1948.825,1948.825
396143.630,3987994.362,1948.877,1948.877
396130.972,3988343.788,1948.900,1948.900
396137.261,3988373.167,1949.020,1949.020
396077.230,3988162.795,1949.043,1949.043
396097.631,3988164.754,1949.126,1949.126
396106.098,3988081.363,1949.204,1949.204
396131.893,3988049.507,1949.271,1949.271
396102.849,3988278.531,1949.326,1949.326
396137.999,3988412.932,1949.362,1949.362
396077.383,3988228.769,1949.396,1949.396
396102.644,3988089.144,1949.421,1949.421
396072.233,3988194.970,1949.487,1949.487
396142.284,3988026.486,1949.519,1949.519
396082.528,3988247.498,1949.559,1949.559
396143.486,3988000.007,1949.686,1949.686
396232.281,3988463.761,1949.709,1949.709
396079.334,3988234.903,1949.752,1949.752
396219.226,3988476.281,1949.772,1949.772
396313.161,3988389.960,1949.784,1949.784
396100.937,3988137.068,1949.798,1949.798
396214.729,3988482.254,1949.802,1949.802
396087.863,3988265.611,1949.871,1949.871
396074.660,3988199.639,1949.991,1949.991
396102.827,3988094.452,1949.993,1949.993
396111.717,3988284.995,1950.032,1950.032
396085.348,3988258.338,1950.080,1950.080
396114.893,3988302.606,1950.084,1950.084
396136.916,3988050.404,1950.161,1950.161
396081.758,3988241.772,1950.181,1950.181
396141.201,3988012.504,1950.210,1950.210
396106.156,3988158.103,1950.234,1950.234
396167.739,3987940.036,1950.242,1950.242
396157.553,3987967.466,1950.277,1950.277
396162.671,3987965.468,1950.303,1950.303
396076.614,3988211.202,1950.318,1950.318
396074.874,3988189.991,1950.321,1950.321
396135.446,3988421.293,1950.359,1950.359
396131.046,3988326.394,1950.385,1950.385
396114.701,3988295.005,1950.398,1950.398
396150.349,3988035.219,1950.421,1950.421
396131.243,3988331.538,1950.433,1950.433
396142.522,3988386.446,1950.440,1950.440
396120.972,3988059.341,1950.459,1950.459
396132.816,3988348.581,1950.473,1950.473
396102.584,3988121.581,1950.523,1950.523
396105.573,3988112.698,1950.536,1950.536
396082.884,3988162.096,1950.598,1950.598
396113.479,3988073.969,1950.635,1950.635
396104.537,3988165.305,1950.655,1950.655
396147.311,3987990.844,1950.660,1950.660
396134.797,3988356.951,1950.668,1950.668
396107.439,3988086.189,1950.684,1950.684
396141.728,3988464.423,1950.696,1950.696
396147.792,3987984.604,1950.698,1950.698
396115.605,3988069.239,1950.700,1950.700
396074.127,3988171.319,1950.752,1950.752
396080.263,3988218.203,1950.875,1950.875
396144.853,3988016.787,1950.887,1950.887
396136.745,3988428.800,1950.935,1950.935
396144.041,3988021.730,1950.977,1950.977
396141.619,3988053.104,1950.990,1950.990
396086.451,3988165.966,1951.006,1951.006
396100.952,3988169.109,1951.043,1951.043
396110.393,3988109.526,1951.063,1951.063
396102.824,3988142.048,1951.069,1951.069
396081.786,3988168.156,1951.112,1951.112
396125.941,3988313.686,1951.131,1951.131
396105.345,3988152.205,1951.233,1951.233
396154.216,3988049.148,1951.238,1951.238
396168.741,3987945.603,1951.249,1951.249
396091.747,3988167.738,1951.253,1951.253
396074.821,3988176.780,1951.254,1951.254
396086.186,3988251.420,1951.290,1951.290
396105.976,3988117.718,1951.303,1951.303
396165.803,3987969.916,1951.339,1951.339
396084.156,3988172.585,1951.342,1951.342
396105.602,3988146.744,1951.362,1951.362
396141.656,3988409.010,1951.438,1951.438
396142.254,3988455.256,1951.444,1951.444
396101.590,3988126.778,1951.477,1951.477
396092.881,3988267.526,1951.495,1951.495
396076.606,3988205.913,1951.501,1951.501
396168.278,3987965.101,1951.545,1951.545
396142.891,3988397.900,1951.579,1951.579
396128.531,3988053.536,1951.587,1951.587
396147.234,3988028.396,1951.612,1951.612
396079.831,3988224.330,1951.652,1951.652
396130.672,3988316.383,1951.668,1951.668
396108.704,3988278.299,1951.691,1951.691
396141.620,3988376.880,1951.720,1951.720
396109.005,3988162.751,1951.738,1951.738
396144.995,3988005.047,1951.767,1951.767
396171.885,3987954.891,1951.781,1951.781
396219.029,3988470.657,1951.796,1951.796
396131.678,3988321.309,1951.889,1951.889
396107.193,3988091.891,1951.898,1951.898
396100.962,3988271.202,1952.007,1952.007
396303.722,3988392.624,1952.010,1952.010
396080.357,3988179.171,1952.049,1952.049
396142.779,3988444.112,1952.054,1952.054
396145.004,3988056.789,1952.082,1952.082
396109.096,3988168.004,1952.097,1952.097
396077.406,3988183.700,1952.118,1952.118
396139.732,3988360.080,1952.124,1952.124
396112.037,3988082.710,1952.185,1952.185
396140.981,3988368.790,1952.250,1952.250
396086.454,3988177.145,1952.258,1952.258
396121.817,3988310.310,1952.274,1952.274
396126.551,3988058.301,1952.283,1952.283
396222.633,3988466.331,1952.292,1952.292
396116.178,3988288.024,1952.375,1952.375
396173.773,3987924.149,1952.404,1952.404
396130.312,3988336.825,1952.406,1952.406
396142.654,3988450.095,1952.418,1952.418
396142.828,3988391.898,1952.456,1952.456
396225.636,3988461.895,1952.491,1952.491
396106.869,3988098.149,1952.545,1952.545
396116.626,3988079.818,1952.552,1952.552
396146.039,3988010.195,1952.614,1952.614
396089.772,3988260.681,1952.647,1952.647
396111.851,3988089.419,1952.716,1952.716
396143.578,3988404.275,1952.719,1952.719
396106.750,3988134.669,1952.747,1952.747
396083.917,3988237.153,1952.753,1952.753
396155.391,3988037.506,1952.833,1952.833
396086.902,3988243.963,1952.863,1952.863
396140.937,3988433.452,1952.864,1952.864
396148.093,3987997.419,1952.884,1952.884
396089.906,3988255.052,1952.920,1952.920
396084.151,3988231.752,1952.925,1952.925
396136.593,3988352.000,1952.957,1952.957
396110.339,3988155.049,1953.008,1953.008
396171.305,3987959.857,1953.043,1953.043
396108.506,3988103.152,1953.051,1953.051
396084.106,3988221.669,1953.056,1953.056
396082.952,3988213.653,1953.061,1953.061
396079.786,3988202.043,1953.073,1953.073
396079.746,3988197.032,1953.096,1953.096
396141.755,3988438.731,1953.137,1953.137
396322.580,3988380.158,1953.151,1953.151
396079.805,3988191.792,1953.167,1953.167
396081.599,3988208.015,1953.176,1953.176
396152.152,3988030.352,1953.181,1953.181
396154.848,3987973.665,1953.213,1953.213
396121.755,3988070.029,1953.240,1953.240
396229.384,3988456.108,1953.277,1953.277
396328.500,3988376.206,1953.292,1953.292
396113.486,3988280.172,1953.307,1953.307
396099.086,3988266.390,1953.332,1953.332
396124.840,3988063.123,1953.341,1953.341
396118.493,3988074.275,1953.387,1953.387
396143.079,3988363.934,1953.414,1953.414
396134.222,3988054.885,1953.431,1953.431
396148.462,3988376.096,1953.444,1953.444
396153.522,3987982.829,1953.479,1953.479
396172.778,3987919.208,1953.492,1953.492
396145.371,3988380.704,1953.495,1953.495
396135.977,3988329.302,1953.507,1953.507
396087.219,3988217.446,1953.646,1953.646
396238.712,3988443.100,1953.659,1953.659
396136.006,3988344.631,1953.664,1953.664
396152.259,3987989.453,1953.706,1953.706
396111.996,3988114.498,1953.765,1953.765
396235.327,3988447.396,1953.775,1953.775
396159.153,3988041.391,1953.898,1953.898
396105.991,3988273.850,1953.933,1953.933
396081.641,3988186.896,1953.941,1953.941
396105.302,3988172.725,1953.959,1953.959
396106.861,3988128.886,1954.019,1954.019
396107.459,3988123.539,1954.072,1954.072
396118.579,3988298.523,1954.156,1954.156
396139.821,3988418.380,1954.223,1954.223
396153.461,3987994.452,1954.247,1954.247
396172.817,3987967.608,1954.327,1954.327
396090.466,3988248.036,1954.365,1954.365
396135.815,3988334.665,1954.370,1954.370
396085.359,3988226.804,1954.378,1954.378
396173.038,3987941.344,1954.460,1954.460
396241.168,3988438.610,1954.504,1954.504
396111.216,3988095.466,1954.617,1954.617
396139.700,3988424.687,1954.633,1954.633
396112.541,3988121.959,1954.733,1954.733
396149.369,3988014.123,1954.757,1954.757
396160.797,3988046.479,1954.778,1954.778
396118.444,3988283.144,1954.795,1954.795
396110.344,3988149.623,1954.921,1954.921
396151.693,3988001.054,1954.946,1954.946
396112.821,3988171.633,1954.948,1954.948
396126.767,3988068.021,1954.951,1954.951
396121.532,3988078.315,1954.967,1954.967
396115.799,3988086.091,1954.970,1954.970
396131.887,3988059.460,1955.015,1955.015
396134.768,3988339.599,1955.036,1955.036
396095.363,3988263.033,1955.075,1955.075
396143.258,3988414.431,1955.126,1955.126
396293.977,3988395.510,1955.168,1955.168
396244.036,3988434.427,1955.182,1955.182
396090.414,3988240.387,1955.200,1955.200
396144.604,3988357.994,1955.253,1955.253
396136.571,3988323.742,1955.259,1955.259
396088.788,3988235.321,1955.326,1955.326
396120.341,3988083.855,1955.351,1955.351
396150.502,3988006.559,1955.370,1955.370
396116.135,3988117.630,1955.374,1955.374
396110.210,3988144.529,1955.517,1955.517
396094.070,3988258.034,1955.582,1955.582
396084.139,3988194.637,1955.607,1955.607
396096.247,3988171.518,1955.620,1955.620
396173.225,3987929.158,1955.626,1955.626
396140.117,3988057.895,1955.648,1955.648
396084.731,3988182.295,1955.729,1955.729
396157.130,3988032.575,1955.729,1955.729
396140.338,3988331.790,1955.731,1955.731
396176.572,3987956.848,1955.735,1955.735
396159.246,3987976.333,1955.759,1955.759
396302.744,3988387.290,1955.777,1955.777
396115.894,3988111.148,1955.798,1955.798
396152.156,3988023.664,1955.801,1955.801
396164.656,3987975.000,1955.849,1955.849
396119.877,3988292.161,1955.864,1955.864
396144.690,3988372.269,1955.870,1955.870
396136.052,3988318.237,1955.978,1955.978
396308.392,3988384.326,1956.028,1956.028
396109.610,3988175.901,1956.097,1956.097
396085.360,3988204.693,1956.128,1956.128
396100.225,3988174.622,1956.134,1956.134
396147.263,3988400.825,1956.163,1956.163
396110.953,3988131.955,1956.180,1956.180
396156.894,3987987.249,1956.186,1956.186
396124.893,3988074.149,1956.205,1956.205
396116.391,3988092.986,1956.226,1956.226
396176.669,3987951.305,1956.252,1956.252
396107.938,3988139.613,1956.262,1956.262
396150.622,3988057.585,1956.284,1956.284
396089.241,3988230.110,1956.293,1956.293
396148.482,3988353.895,1956.295,1956.295
396172.492,3987934.198,1956.374,1956.374
396140.971,3988354.420,1956.413,1956.413
396174.212,3987978.522,1956.419,1956.419
396113.708,3988104.552,1956.437,1956.437
396176.782,3987945.794,1956.454,1956.454
396312.476,3988380.922,1956.454,1956.454
396176.536,3987937.723,1956.502,1956.502
396094.345,3988251.268,1956.555,1956.555
396159.823,3987981.828,1956.582,1956.582
396180.675,3987921.043,1956.590,1956.590
396159.394,3988051.689,1956.622,1956.622
396121.609,3988287.211,1956.653,1956.653
396085.952,3988189.615,1956.666,1956.666
396176.807,3987887.725,1956.688,1956.688
396178.654,3987925.702,1956.703,1956.703
396143.444,3988428.365,1956.743,1956.743
396131.597,3988064.457,1956.764,1956.764
396147.477,3988389.587,1956.769,1956.769
396086.592,3988210.111,1956.810,1956.810
396320.222,3988375.672,1956.824,1956.824
396156.586,3987998.576,1956.870,1956.870
396114.064,3988164.426,1956.874,1956.874
396086.063,3988199.607,1956.937,1956.937
396115.464,3988099.675,1956.956,1956.956
396104.453,3988177.689,1957.010,1957.010
396244.720,3988429.100,1957.067,1957.067
396224.294,3988454.297,1957.081,1957.081
396089.121,3988223.151,1957.096,1957.096
396112.128,3988127.054,1957.104,1957.104
396117.855,3988277.002,1957.128,1957.128
396117.303,3988124.029,1957.138,1957.138
396235.633,3988438.565,1957.203,1957.203
396172.157,3987913.712,1957.209,1957.209
396335.448,3988366.208,1957.246,1957.246
396164.566,3988042.968,1957.276,1957.276
396175.549,3987963.241,1957.281,1957.281
396148.662,3988384.724,1957.288,1957.288
396213.822,3988465.751,1957.380,1957.380
396119.862,3988089.245,1957.385,1957.385
396183.523,3987990.851,1957.416,1957.416
396153.515,3988010.552,1957.419,1957.419
396113.642,3988158.839,1957.452,1957.452
396230.617,3988444.926,1957.454,1957.454
396160.946,3988036.400,1957.462,1957.462
396094.115,3988244.523,1957.474,1957.474
396271.167,3988408.590,1957.519,1957.519
396146.602,3988367.581,1957.530,1957.530
396099.626,3988259.881,1957.563,1957.563
396147.210,3988395.050,1957.588,1957.588
396147.911,3988362.091,1957.679,1957.679
396140.996,3988326.323,1957.689,1957.689
396174.850,3987904.088,1957.717,1957.717
396134.231,3988312.547,1957.728,1957.728
396280.676,3988401.710,1957.731,1957.731
396220.742,3988457.988,1957.766,1957.766
396184.193,3987991.177,1957.771,1957.771
396155.609,3988015.751,1957.774,1957.774
396143.712,3988421.554,1957.791,1957.791
396125.324,3988082.368,1957.813,1957.813
396129.751,3988309.477,1957.820,1957.820
396130.034,3988072.441,1957.846,1957.846
396120.526,3988114.919,1957.899,1957.899
396156.592,3988020.806,1957.921,1957.921
396140.331,3988347.637,1957.933,1957.933
396237.690,3988433.824,1957.947,1957.947
396344.269,3988361.388,1957.988,1957.988
396093.514,3988175.989,1958.000,1958.000
396091.041,3988180.492,1958.021,1958.021
396092.658,3988219.536,1958.040,1958.040
396286.260,3988396.974,1958.061,1958.061
396156.003,3988005.821,1958.078,1958.078
396177.346,3987917.149,1958.084,1958.084
396089.626,3988185.300,1958.093,1958.093
396136.576,3988061.790,1958.126,1958.126
396122.233,3988279.477,1958.129,1958.129
396155.070,3988054.777,1958.153,1958.153
396148.943,3988443.114,1958.178,1958.178
396114.373,3988177.841,1958.231,1958.231
396122.845,3988301.586,1958.241,1958.241
396117.988,3988173.290,1958.244,1958.244
396112.930,3988274.488,1958.264,1958.264
396098.548,3988254.910,1958.266,1958.266
396089.347,3988195.568,1958.314,1958.314
396093.622,3988232.634,1958.416,1958.416
396124.650,3988087.566,1958.429,1958.429
396216.487,3988461.338,1958.433,1958.433
396094.814,3988237.556,1958.437,1958.437
396118.406,3988106.401,1958.462,1958.462
396226.413,3988448.832,1958.556,1958.556
396090.511,3988213.505,1958.637,1958.637
396115.371,3988146.989,1958.779,1958.779
396090.942,3988190.598,1958.813,1958.813
396150.736,3988371.333,1958.830,1958.830
396180.420,3987941.108,1958.872,1958.872
396140.783,3988342.108,1958.934,1958.934
396090.969,3988202.327,1958.942,1958.942
396119.397,3988138.944,1958.951,1958.951
396166.215,3988050.572,1958.954,1958.954
396128.529,3988077.897,1958.954,1958.954
396119.818,3988097.031,1958.961,1958.961
396091.270,3988207.369,1958.969,1958.969
396179.984,3987969.547,1959.088,1959.088
396160.444,3987991.756,1959.121,1959.121
396141.036,3988321.213,1959.122,1959.122
396156.689,3988025.912,1959.151,1959.151
396125.583,3988306.371,1959.262,1959.262
396104.098,3988267.168,1959.273,1959.273
396145.314,3988329.101,1959.298,1959.298
396179.328,3987907.105,1959.320,1959.320
396177.211,3987973.760,1959.330,1959.330
396114.805,3988152.199,1959.331,1959.331
396098.492,3988247.302,1959.338,1959.338
396093.478,3988226.288,1959.348,1959.348
396169.095,3988046.196,1959.353,1959.353
396178.502,3987930.907,1959.376,1959.376
396178.534,3987882.779,1959.388,1959.388
396121.057,3988120.000,1959.412,1959.412
396125.486,3988283.756,1959.430,1959.430
396148.919,3988435.194,1959.431,1959.431
396123.497,3988296.200,1959.432,1959.432
396167.518,3987980.944,1959.489,1959.489
396183.656,3987926.794,1959.630,1959.630
396181.234,3987987.087,1959.632,1959.632
396177.390,3987911.916,1959.644,1959.644
396118.498,3988166.903,1959.658,1959.658
396123.474,3988093.080,1959.704,1959.704
396163.694,3988054.892,1959.738,1959.738
396104.175,3988261.974,1959.739,1959.739
396095.423,3988182.961,1959.830,1959.830
396099.427,3988179.558,1959.889,1959.889
396293.550,3988389.361,1959.925,1959.925
396121.630,3988134.362,1959.940,1959.940
396134.686,3988069.941,1959.964,1959.964
396339.225,3988361.329,1959.968,1959.968
396181.311,3987953.473,1959.997,1959.997
396142.001,3988062.895,1959.999,1959.999
396140.946,3988337.092,1960.052,1960.052
396116.092,3988131.406,1960.072,1960.072
396174.514,3987983.522,1960.075,1960.075
396182.545,3987948.301,1960.089,1960.089
396098.471,3988241.315,1960.096,1960.096
396122.208,3988101.735,1960.120,1960.120
396095.388,3988215.286,1960.147,1960.147
396159.098,3988011.491,1960.180,1960.180
396110.325,3988180.938,1960.205,1960.205
396129.773,3988085.357,1960.208,1960.208
396164.247,3987988.055,1960.262,1960.262
396161.168,3988029.454,1960.300,1960.300
396123.232,3988124.629,1960.308,1960.308
396147.518,3988061.646,1960.319,1960.319
396144.810,3988350.156,1960.320,1960.320
396121.455,3988273.159,1960.331,1960.331
396162.874,3987999.723,1960.380,1960.380
396133.574,3988076.262,1960.411,1960.411
396114.750,3988141.736,1960.433,1960.433
396094.090,3988198.197,1960.454,1960.454
396186.615,3987922.604,1960.492,1960.492
396139.123,3988314.180,1960.499,1960.499
396151.567,3988380.067,1960.663,1960.663
396166.005,3988037.826,1960.705,1960.705
396313.724,3988375.902,1960.732,1960.732
396288.924,3988391.969,1960.813,1960.813
396095.957,3988187.988,1960.827,1960.827
396302.042,3988382.314,1960.838,1960.838
396095.465,3988210.285,1960.879,1960.879
396160.854,3988004.382,1960.886,1960.886
396122.196,3988170.277,1960.910,1960.910
396138.609,3988066.684,1960.926,1960.926
396103.613,3988256.298,1960.934,1960.934
396180.389,3987961.591,1960.967,1960.967
396159.789,3988058.017,1961.013,1961.013
396145.462,3988323.575,1961.028,1961.028
396120.332,3988149.267,1961.041,1961.041
396203.937,3988469.809,1961.055,1961.055
396097.246,3988222.682,1961.065,1961.065
396211.487,3988460.125,1961.097,1961.097
396207.121,3988465.595,1961.116,1961.116
396215.558,3988455.552,1961.126,1961.126
396184.860,3987917.738,1961.150,1961.150
396183.613,3987965.914,1961.151,1961.151
396109.176,3988264.717,1961.191,1961.191
396161.089,3988017.212,1961.198,1961.198
396098.224,3988229.612,1961.206,1961.206
396119.721,3988180.193,1961.253,1961.253
396122.339,3988175.931,1961.260,1961.260
396096.008,3988193.471,1961.295,1961.295
396219.753,3988451.862,1961.295,1961.295
396151.578,3988358.575,1961.305,1961.305
396181.348,3987935.359,1961.325,1961.325
396099.371,3988234.760,1961.328,1961.328
396102.342,3988251.237,1961.329,1961.329
396183.609,3987895.263,1961.414,1961.414
396128.876,3988091.420,1961.452,1961.452
396321.316,3988370.472,1961.462,1961.462
396148.789,3988420.648,1961.508,1961.508
396096.080,3988205.273,1961.510,1961.510
396328.568,3988366.389,1961.567,1961.567
396125.541,3988116.881,1961.606,1961.606
396181.013,3987977.173,1961.635,1961.635
396165.466,3988032.687,1961.654,1961.654
396118.095,3988262.490,1961.707,1961.707
396170.196,3988041.311,1961.715,1961.715
396125.942,3988275.776,1961.731,1961.731
396190.222,3987918.201,1961.732,1961.732
396161.117,3988023.542,1961.747,1961.747
396164.918,3987995.069,1961.777,1961.777
396120.550,3988129.042,1961.795,1961.795
396104.748,3988182.684,1961.836,1961.836
396126.960,3988098.313,1961.838,1961.838
396108.270,3988258.281,1961.842,1961.842
396169.819,3988054.789,1961.854,1961.854
396132.782,3988081.291,1961.889,1961.889
396229.779,3988437.774,1961.917,1961.917
396149.714,3988410.648,1961.934,1961.934
396226.222,3988441.764,1961.953,1961.953
396307.471,3988378.217,1961.967,1961.967
396151.208,3988430.730,1962.010,1962.010
396181.563,3987900.263,1962.019,1962.019
396184.691,3987957.352,1962.113,1962.113
396122.846,3988110.279,1962.113,1962.113
396118.445,3988155.948,1962.117,1962.117
396112.812,3988260.611,1962.147,1962.147
396295.407,3988384.495,1962.152,1962.152
396173.530,3988050.787,1962.159,1962.159
396133.459,3988088.973,1962.178,1962.178
396145.622,3988345.198,1962.185,1962.185
396154.702,3988375.492,1962.215,1962.215
396125.972,3988136.895,1962.216,1962.216
396109.699,3988270.107,1962.216,1962.216
396102.868,3988244.493,1962.265,1962.265
396115.488,3988182.858,1962.276,1962.276
396151.616,3988365.527,1962.282,1962.282
396182.208,3987913.318,1962.304,1962.304
396144.066,3988316.968,1962.323,1962.323
396100.397,3988185.612,1962.360,1962.360
396145.950,3988334.264,1962.411,1962.411
396154.844,3988060.651,1962.452,1962.452
396149.734,3988326.242,1962.492,1962.492
396170.374,3987986.982,1962.523,1962.523
396098.505,3988200.711,1962.690,1962.690
396184.807,3987908.724,1962.693,1962.693
396185.323,3987938.458,1962.694,1962.694
396187.323,3987943.236,1962.694,1962.694
396138.483,3988074.072,1962.713,1962.713
396222.474,3988445.107,1962.714,1962.714
396120.407,3988143.929,1962.818,1962.818
396174.098,3988044.582,1962.856,1962.856
396124.781,3988291.149,1962.892,1962.892
396192.134,3987923.135,1962.932,1962.932
396240.650,3988422.026,1963.112,1963.112
396128.438,3988112.523,1963.176,1963.176
396100.400,3988190.859,1963.187,1963.187
396244.513,3988418.458,1963.193,1963.193
396125.960,3988105.848,1963.199,1963.199
396102.909,3988238.478,1963.216,1963.216
396155.384,3988369.435,1963.235,1963.235
396165.482,3988019.633,1963.299,1963.299
396099.780,3988218.163,1963.337,1963.337
396168.553,3987998.782,1963.353,1963.353
396145.991,3988339.445,1963.364,1963.364
396129.095,3988287.823,1963.381,1963.381
396164.190,3988008.583,1963.393,1963.393
396136.192,3988307.633,1963.425,1963.425
396156.985,3988444.461,1963.440,1963.440
396130.575,3988304.528,1963.445,1963.445
396107.312,3988252.838,1963.487,1963.487
396184.270,3987972.516,1963.490,1963.490
396187.265,3987952.535,1963.531,1963.531
396289.662,3988385.782,1963.546,1963.546
396151.176,3988415.494,1963.554,1963.554
396127.859,3988300.061,1963.573,1963.573
396189.157,3987947.897,1963.581,1963.581
396167.200,3988059.157,1963.584,1963.584
396101.807,3988225.924,1963.604,1963.604
396100.492,3988213.200,1963.606,1963.606
396185.450,3987980.124,1963.624,1963.624
396136.637,3988084.954,1963.681,1963.681
396123.478,3988153.354,1963.687,1963.687
396125.421,3988142.052,1963.702,1963.702
396100.585,3988208.078,1963.725,1963.725
396146.010,3988066.668,1963.732,1963.732
396187.331,3987961.876,1963.754,1963.754
396118.484,3988161.374,1963.762,1963.762
396164.864,3988013.623,1963.813,1963.813
396127.822,3988121.814,1963.820,1963.820
396297.143,3988379.415,1963.836,1963.836
396137.883,3988079.825,1963.864,1963.864
396101.174,3988195.985,1963.882,1963.882
396206.293,3988460.497,1963.900,1963.900
396142.329,3988070.494,1963.928,1963.928
396189.828,3987881.115,1963.969,1963.969
396153.502,3988423.191,1964.028,1964.028
396169.259,3987992.395,1964.056,1964.056
396153.967,3988386.796,1964.095,1964.095
396166.692,3988003.639,1964.099,1964.099
396312.698,3988370.519,1964.112,1964.112
396131.591,3988095.653,1964.123,1964.123
396129.825,3988280.131,1964.191,1964.191
396184.979,3987931.689,1964.192,1964.192
396120.367,3988185.290,1964.202,1964.202
396124.765,3988182.275,1964.218,1964.218
396174.314,3988058.015,1964.241,1964.241
396188.081,3987885.951,1964.244,1964.244
396322.548,3988364.619,1964.312,1964.312
396317.160,3988367.305,1964.325,1964.325
396125.943,3988131.393,1964.368,1964.368
396107.193,3988247.304,1964.409,1964.409
396170.770,3988036.024,1964.478,1964.478
396153.485,3988397.053,1964.569,1964.569
396104.900,3988188.500,1964.593,1964.593
396153.137,3988391.804,1964.606,1964.606
396103.503,3988231.582,1964.613,1964.613
396151.703,3988064.838,1964.670,1964.670
396142.846,3988076.872,1964.682,1964.682
396128.497,3988127.086,1964.743,1964.743
396152.199,3988402.454,1964.750,1964.750
396127.813,3988177.841,1964.766,1964.766
396189.198,3987927.313,1964.768,1964.768
396178.483,3988054.755,1964.833,1964.833
396150.347,3988347.974,1964.840,1964.840
396126.570,3988167.453,1964.842,1964.842
396116.923,3988270.794,1964.876,1964.876
396148.906,3988319.402,1964.877,1964.877
396127.870,3988172.595,1964.890,1964.890
396129.803,3988102.503,1964.925,1964.925
396332.917,3988359.245,1964.937,1964.937
396104.117,3988221.195,1964.990,1964.990
396103.473,3988203.873,1965.015,1965.015
396186.219,3987903.875,1965.074,1965.074
396167.047,3988026.522,1965.078,1965.078
396104.724,3988216.084,1965.166,1965.166
396195.366,3987918.875,1965.170,1965.170
396164.218,3988063.292,1965.209,1965.209
396337.329,3988356.180,1965.214,1965.214
396327.617,3988361.342,1965.218,1965.218
396190.239,3987899.306,1965.226,1965.226
396122.841,3988163.914,1965.234,1965.234
396109.365,3988185.913,1965.251,1965.251
396150.128,3988342.669,1965.293,1965.293
396114.119,3988265.813,1965.325,1965.325
396269.165,3988397.108,1965.476,1965.476
396232.708,3988428.537,1965.481,1965.481
396132.915,3988284.319,1965.530,1965.530
396158.707,3988064.839,1965.546,1965.546
396189.213,3987911.585,1965.629,1965.629
396142.193,3988310.162,1965.672,1965.672
396105.337,3988198.932,1965.709,1965.709
396130.661,3988107.989,1965.717,1965.717
396235.954,3988424.511,1965.751,1965.751
396107.242,3988242.030,1965.752,1965.752
396177.873,3988047.880,1965.790,1965.790
396136.826,3988093.548,1965.809,1965.809
396192.098,3987889.134,1965.835,1965.835
396156.048,3988417.683,1965.843,1965.843
396135.009,3988099.531,1965.851,1965.851
396179.846,3988059.929,1965.856,1965.856
396150.498,3988070.064,1965.896,1965.896
396106.035,3988193.847,1965.910,1965.910
396132.465,3988180.013,1965.936,1965.936
396169.773,3988022.312,1965.936,1965.936
396229.393,3988432.518,1965.950,1965.950
396173.982,3987990.593,1965.987,1965.987
396122.907,3988158.439,1966.004,1966.004
396188.440,3987968.426,1966.069,1966.069
396129.077,3988295.103,1966.071,1966.071
396154.408,3988407.114,1966.120,1966.120
396222.502,3988438.148,1966.163,1966.163
396146.586,3988312.610,1966.197,1966.197
396179.071,3988041.897,1966.223,1966.223
396172.929,3988001.372,1966.253,1966.253
396184.481,3988056.212,1966.274,1966.274
396273.098,3988393.763,1966.323,1966.323
396139.713,3988088.935,1966.378,1966.378
396116.974,3988257.405,1966.384,1966.384
396129.798,3988272.442,1966.391,1966.391
396155.936,3988362.593,1966.426,1966.426
396112.215,3988254.888,1966.453,1966.453
396175.164,3988038.452,1966.514,1966.514
396125.424,3988269.480,1966.525,1966.525
396141.590,3988083.486,1966.546,1966.546
396190.315,3987957.172,1966.560,1966.560
396154.323,3988351.538,1966.564,1966.564
396283.574,3988387.656,1966.572,1966.572
396105.354,3988210.638,1966.588,1966.588
396350.130,3988348.222,1966.602,1966.602
396130.947,3988117.620,1966.608,1966.608
396107.483,3988234.786,1966.622,1966.622
396192.206,3987964.754,1966.623,1966.623
396155.775,3988412.450,1966.646,1966.646
396173.442,3987995.933,1966.664,1966.664
396124.853,3988147.033,1966.681,1966.681
396136.008,3988302.585,1966.695,1966.695
396171.464,3988062.901,1966.695,1966.695
396279.216,3988390.341,1966.697,1966.697
396156.225,3988382.296,1966.762,1966.762
396111.621,3988249.757,1966.842,1966.842
396107.269,3988228.090,1966.843,1966.843
396190.781,3987939.565,1966.846,1966.846
396193.529,3987944.026,1966.857,1966.857
396146.769,3988073.669,1966.882,1966.882
396169.802,3988016.601,1966.884,1966.884
396171.609,3988006.322,1966.942,1966.942
