Timestamp,Device_Type,Src_IP,Dst_IP,Src_Port,Dst_Port,Protocol,Packet_Size,Flags,Payload,Activity,Label
2024-05-26 23:27:37.212471,Smart Thermostat,93.23.145.28,14.134.254.25,62261,59039,UDP,1175,SYN,541,sending data,1
2024-05-26 21:44:25.212471,Smart Thermostat,23.20.84.222,222.171.53.99,25715,38798,UDP,427,SYN,1395,idle,0
2024-05-26 21:23:51.212471,Smart Thermostat,89.237.239.249,51.207.161.12,31641,20104,UDP,289,SYN,264,idle,1
2024-05-27 05:56:09.212471,Smart Thermostat,113.100.2.199,105.85.230.142,64106,21220,TCP,1107,SYN,256,idle,1
2024-05-27 22:38:50.212471,Smart Thermostat,193.163.229.196,12.247.252.98,52132,48046,UDP,1048,RST,179,sending data,1
2024-05-27 09:50:47.212471,Smart Thermostat,211.242.224.4,200.78.133.194,28476,19903,UDP,1452,ACK,363,receiving data,1
2024-05-27 12:50:04.212471,Smart Thermostat,227.70.116.55,143.87.3.110,22018,16542,TCP,1063,ACK,1059,sending data,1
2024-05-27 06:37:49.212471,Smart Thermostat,164.152.247.193,78.64.234.105,58838,34837,TCP,633,SYN,362,sending data,0
2024-05-26 23:30:19.212471,Smart Thermostat,32.143.154.151,192.229.95.113,6072,39882,UDP,1459,ACK,171,sending data,1
2024-05-27 13:51:11.212471,Smart Thermostat,41.30.124.110,2.137.25.7,23387,1299,UDP,1227,ACK,784,sending data,0
2024-05-28 00:52:10.212471,Smart Thermostat,33.193.251.5,162.172.48.118,63829,31569,TCP,669,ACK,973,receiving data,0
2024-05-27 05:12:18.212471,Smart Thermostat,238.72.188.82,158.174.209.78,56562,21397,TCP,117,FIN,334,idle,0
2024-05-27 16:07:03.212471,Smart Thermostat,206.52.168.3,164.27.154.19,62646,41123,TCP,728,SYN,590,receiving data,1
2024-05-26 21:22:43.212471,Smart Thermostat,1.115.115.86,114.63.228.167,63383,56186,TCP,582,SYN,851,receiving data,0
2024-05-27 05:45:05.212471,Smart Thermostat,221.101.129.72,50.157.98.78,17242,58192,UDP,1431,,981,receiving data,0
2024-05-26 21:39:00.212471,Smart Thermostat,161.114.142.206,231.216.46.141,27556,1035,UDP,1352,RST,764,receiving data,1
2024-05-27 15:22:55.213472,Smart Thermostat,244.252.66.228,160.249.21.193,48257,52531,TCP,164,ACK,1348,idle,0
2024-05-27 15:18:23.213472,Smart Thermostat,40.41.40.48,153.247.192.165,52062,52542,TCP,955,RST,1343,idle,0
2024-05-27 14:21:26.213472,Smart Thermostat,210.111.30.197,164.102.126.193,46336,55801,UDP,943,RST,212,sending data,1
2024-05-27 02:30:39.213472,Smart Thermostat,6.165.57.254,74.19.151.184,5800,37424,TCP,443,SYN,683,receiving data,1
2024-05-27 17:34:45.213472,Smart Thermostat,53.121.153.182,48.24.196.206,28378,30918,UDP,1197,,4,sending data,1
2024-05-26 21:20:03.213472,Smart Thermostat,90.138.236.176,111.59.163.246,27315,15748,TCP,522,SYN,623,sending data,0
2024-05-27 03:36:09.213472,Smart Thermostat,105.26.197.211,127.90.144.119,59711,37244,TCP,1467,RST,20,idle,0
2024-05-28 00:35:10.213472,Smart Thermostat,123.61.98.83,97.254.217.81,10205,18849,UDP,1287,,66,idle,0
2024-05-27 17:57:50.213472,Smart Thermostat,239.125.90.59,116.223.229.216,49118,11646,TCP,495,,529,receiving data,0
2024-05-27 11:38:45.213472,Smart Thermostat,178.166.5.167,28.50.173.247,2450,43719,TCP,728,RST,590,idle,0
2024-05-27 14:56:45.213472,Smart Thermostat,250.6.174.147,178.102.92.160,36144,55114,UDP,1076,SYN,477,idle,0
2024-05-27 03:53:10.213472,Smart Thermostat,87.180.162.112,81.112.15.34,57869,1774,TCP,175,SYN,483,receiving data,0
2024-05-27 02:09:26.213472,Smart Thermostat,169.144.103.117,104.107.186.0,55534,52290,UDP,280,,673,sending data,0
2024-05-27 10:50:42.213472,Smart Thermostat,114.26.109.8,86.117.162.4,50929,20251,TCP,782,,1117,receiving data,0
2024-05-27 09:03:18.213472,Smart Thermostat,85.201.218.216,138.159.174.84,15845,34946,TCP,267,RST,1078,receiving data,0
2024-05-27 08:21:07.213472,Smart Thermostat,114.111.30.23,36.48.47.1,6455,42719,TCP,1061,SYN,896,receiving data,0
2024-05-27 14:08:34.213472,Smart Thermostat,193.113.189.125,220.140.95.102,18985,8875,TCP,1172,,115,idle,0
2024-05-27 01:14:25.213472,Smart Thermostat,246.34.69.133,163.152.96.12,9347,41507,TCP,920,,330,sending data,0
2024-05-27 18:19:13.213472,Smart Thermostat,128.1.0.226,122.216.27.255,54033,57851,UDP,1097,FIN,126,sending data,1
2024-05-27 12:03:54.213472,Smart Thermostat,171.113.251.80,47.103.0.52,15392,23449,TCP,1288,ACK,852,receiving data,0
2024-05-28 00:40:35.213472,Smart Thermostat,16.26.112.152,223.214.206.113,65341,3798,UDP,651,,689,receiving data,0
2024-05-27 01:07:33.213472,Smart Thermostat,204.1.103.224,228.160.211.143,62216,23293,UDP,709,RST,117,sending data,1
2024-05-27 02:32:23.213472,Smart Thermostat,235.228.66.179,131.146.127.184,41795,31447,UDP,1375,SYN,1273,sending data,0
2024-05-27 21:43:58.213472,Smart Thermostat,41.81.142.230,92.77.104.40,10999,11119,TCP,379,ACK,255,sending data,0
2024-05-27 03:32:49.213472,Smart Thermostat,65.215.174.83,0.125.180.153,60635,12696,UDP,566,RST,1067,receiving data,1
2024-05-27 11:26:37.213472,Smart Thermostat,166.112.103.220,206.9.179.19,41441,20565,TCP,181,ACK,910,receiving data,0
2024-05-26 23:37:10.213472,Smart Thermostat,48.111.203.63,106.219.141.207,7253,60176,TCP,270,ACK,513,receiving data,0
2024-05-27 12:44:54.213472,Smart Thermostat,58.58.181.124,9.217.80.43,46755,61437,TCP,242,FIN,617,idle,0
2024-05-26 23:49:57.213472,Smart Thermostat,76.137.176.53,120.232.46.120,41000,49546,UDP,1395,SYN,484,sending data,0
2024-05-27 10:53:08.213472,Smart Thermostat,197.153.30.242,191.249.91.93,43555,35692,TCP,979,ACK,1073,sending data,1
2024-05-27 07:56:43.213472,Smart Thermostat,135.150.144.221,208.103.202.171,53258,19908,UDP,1012,FIN,1204,idle,0
2024-05-27 04:30:04.213472,Smart Thermostat,70.5.116.202,89.66.190.65,51998,3224,TCP,1363,ACK,323,idle,0
2024-05-27 00:35:03.213472,Smart Thermostat,233.201.215.208,33.159.225.12,9395,24572,TCP,403,ACK,1080,idle,0
2024-05-27 16:21:29.213472,Smart Thermostat,87.107.168.245,129.33.48.174,24026,53295,UDP,1076,FIN,1354,receiving data,0
2024-05-27 12:02:31.213472,Smart Thermostat,194.106.196.174,70.94.139.50,50423,12418,TCP,196,ACK,688,receiving data,0
2024-05-27 13:52:49.213472,Smart Thermostat,60.86.70.193,39.48.249.103,23811,54418,TCP,1026,,1394,sending data,0
2024-05-27 07:36:31.213472,Smart Thermostat,133.212.49.167,63.169.131.105,7610,24296,UDP,124,RST,1009,receiving data,0
2024-05-27 04:59:29.213472,Smart Thermostat,101.248.74.103,122.246.100.154,35780,48175,UDP,534,ACK,1347,receiving data,0
2024-05-27 23:35:00.213472,Smart Thermostat,236.68.69.189,226.252.202.105,36015,56248,TCP,261,,102,sending data,0
2024-05-27 08:30:01.213472,Smart Thermostat,200.26.5.53,38.153.234.22,19250,5187,UDP,109,RST,197,idle,1
2024-05-27 23:27:12.213472,Smart Thermostat,224.225.41.18,207.234.39.3,17551,1554,TCP,377,SYN,620,receiving data,1
2024-05-27 07:26:19.213472,Smart Thermostat,183.38.223.23,180.240.53.26,54707,2619,UDP,79,ACK,774,sending data,0
2024-05-27 11:41:52.213472,Smart Thermostat,201.191.104.125,57.91.112.196,62630,58361,TCP,76,SYN,528,idle,1
2024-05-26 22:41:57.213472,Smart Thermostat,86.233.187.202,193.58.224.215,1853,9015,TCP,1200,RST,1364,receiving data,0
2024-05-27 22:26:27.213472,Smart Thermostat,82.225.4.20,144.37.120.91,43378,47082,UDP,71,SYN,375,sending data,1
2024-05-27 07:23:17.213472,Smart Thermostat,151.149.122.163,209.124.85.133,62460,31046,UDP,1023,FIN,971,receiving data,1
2024-05-27 11:58:42.213472,Smart Thermostat,33.111.112.190,54.204.113.35,33129,55629,TCP,1456,RST,16,sending data,1
2024-05-27 23:38:41.213472,Smart Thermostat,192.52.255.239,205.63.160.114,30043,59387,UDP,280,,500,idle,1
2024-05-27 03:52:37.213472,Smart Thermostat,254.56.9.230,177.11.28.196,8899,24559,UDP,751,SYN,583,sending data,0
2024-05-27 20:52:04.213472,Smart Thermostat,38.188.79.199,141.113.109.151,50813,2477,UDP,702,FIN,1275,receiving data,0
2024-05-27 18:59:50.213472,Smart Thermostat,68.124.50.4,147.237.9.110,50591,28504,UDP,874,SYN,777,receiving data,1
2024-05-26 21:35:35.213472,Smart Thermostat,153.112.255.0,181.93.88.32,48797,23459,UDP,1458,SYN,577,idle,0
2024-05-27 06:40:26.213472,Smart Thermostat,100.155.116.51,234.207.16.188,59269,43681,UDP,1172,,1234,sending data,0
2024-05-27 11:25:21.213472,Smart Thermostat,73.111.35.60,133.181.84.95,17788,2483,TCP,292,,255,sending data,1
2024-05-27 01:23:08.213472,Smart Thermostat,63.15.36.69,178.26.220.223,47485,10178,TCP,139,RST,463,idle,1
2024-05-27 20:43:12.213472,Smart Thermostat,137.193.158.114,152.154.35.54,54508,34977,UDP,183,FIN,1207,idle,1
2024-05-27 00:28:12.214473,Smart Thermostat,169.142.85.141,204.144.43.229,48488,3277,TCP,991,ACK,589,sending data,0
2024-05-26 23:22:23.214473,Smart Thermostat,195.99.78.178,41.214.74.134,5713,58694,TCP,143,ACK,500,sending data,1
2024-05-27 20:00:41.214473,Smart Thermostat,187.60.139.121,8.8.188.218,43410,23577,TCP,799,SYN,546,receiving data,1
2024-05-27 08:37:43.215066,Smart Thermostat,147.185.27.252,235.123.246.103,31548,21770,UDP,103,SYN,258,sending data,0
2024-05-27 17:49:21.215066,Smart Thermostat,90.113.73.174,234.120.128.74,26367,7635,TCP,1096,FIN,442,receiving data,0
2024-05-27 03:35:17.215066,Smart Thermostat,109.162.203.108,184.238.104.91,25783,50125,UDP,620,RST,477,sending data,1
2024-05-27 17:30:45.215066,Smart Thermostat,205.89.196.150,203.158.90.24,35424,41239,TCP,780,,1316,receiving data,1
2024-05-27 18:25:34.215066,Smart Thermostat,113.88.255.139,66.34.180.239,30299,21160,TCP,932,RST,830,sending data,0
2024-05-27 20:01:17.215066,Smart Thermostat,59.99.65.208,7.213.138.25,14973,47171,TCP,94,FIN,445,receiving data,1
2024-05-27 02:21:47.215066,Smart Thermostat,234.150.69.108,34.227.219.238,62174,16253,UDP,1254,SYN,46,idle,1
2024-05-27 23:45:31.215066,Smart Thermostat,228.188.155.237,253.166.86.176,17163,46835,UDP,985,RST,1124,sending data,1
2024-05-27 18:53:21.215066,Smart Thermostat,73.238.249.115,88.127.1.64,50703,11543,UDP,933,,855,idle,0
2024-05-27 15:12:03.215066,Smart Thermostat,152.12.90.91,57.14.57.123,12279,39751,TCP,291,RST,190,sending data,1
2024-05-27 14:12:18.215066,Smart Thermostat,30.11.245.116,106.177.121.254,7460,4900,TCP,480,,328,receiving data,0
2024-05-27 17:26:04.215066,Smart Thermostat,250.33.84.195,50.64.24.227,22335,51202,TCP,49,RST,810,sending data,1
2024-05-27 04:02:42.215066,Smart Thermostat,116.54.62.78,59.4.166.134,62835,30839,TCP,155,ACK,697,sending data,0
2024-05-27 20:17:48.215066,Smart Thermostat,84.44.134.39,209.164.185.230,38215,59261,UDP,1485,FIN,71,idle,0
2024-05-27 19:52:19.215066,Smart Thermostat,64.204.31.49,196.22.234.63,7266,64019,TCP,787,RST,342,sending data,1
2024-05-27 22:11:07.215066,Smart Thermostat,128.156.131.38,43.74.105.188,37452,12577,UDP,1230,ACK,474,idle,0
2024-05-27 09:08:51.215066,Smart Thermostat,149.221.195.223,250.124.171.53,39509,54161,UDP,1078,ACK,419,idle,0
2024-05-27 00:24:54.215066,Smart Thermostat,95.136.221.7,168.99.76.17,31495,55917,TCP,391,,487,idle,1
2024-05-27 09:58:09.215066,Smart Thermostat,46.182.148.66,120.140.56.123,11835,45590,UDP,659,SYN,1345,sending data,0
2024-05-27 11:59:02.215066,Smart Thermostat,71.28.49.143,20.5.250.214,7042,24354,UDP,379,FIN,279,idle,0
2024-05-27 23:51:55.215066,Smart Thermostat,7.1.228.28,95.207.46.94,27704,51012,UDP,1164,FIN,355,sending data,1
2024-05-27 06:13:13.215066,Smart Thermostat,108.44.83.81,160.162.145.34,19478,33483,UDP,800,RST,1303,idle,1
2024-05-27 19:53:14.215066,Smart Thermostat,205.113.40.207,78.131.253.44,8214,7526,TCP,140,FIN,1361,sending data,1
2024-05-27 23:55:54.215066,Smart Thermostat,222.204.197.172,165.157.193.172,62975,60187,UDP,1012,RST,890,receiving data,1
2024-05-27 01:08:25.215066,Smart Thermostat,217.126.111.201,114.194.72.212,34199,4381,TCP,812,RST,1094,sending data,0
2024-05-27 15:12:50.215066,Smart Thermostat,71.254.174.9,90.231.22.254,61121,41480,UDP,936,RST,894,idle,1
2024-05-27 19:21:45.215066,Smart Thermostat,129.140.42.219,164.237.237.217,60436,52392,UDP,1444,FIN,293,receiving data,1
2024-05-27 15:14:52.215066,Smart Thermostat,164.2.222.146,15.151.173.237,52434,32854,UDP,1028,RST,488,receiving data,0
2024-05-27 17:48:06.215066,Smart Thermostat,82.242.191.26,156.168.66.199,62663,57175,UDP,931,ACK,1200,sending data,0
2024-05-27 16:45:55.215066,Smart Thermostat,167.203.128.150,110.172.205.115,58104,30874,TCP,1340,RST,568,idle,1
2024-05-27 17:19:31.215066,Smart Thermostat,186.29.134.206,35.34.64.81,35862,51180,UDP,993,ACK,1204,idle,1
2024-05-27 21:27:34.215066,Smart Thermostat,135.205.30.171,167.21.130.242,45047,64306,UDP,1273,ACK,1170,idle,0
2024-05-27 17:20:41.215066,Smart Thermostat,188.157.154.90,73.18.185.203,35722,7510,TCP,1416,ACK,459,sending data,0
2024-05-27 18:36:06.215066,Smart Thermostat,76.92.247.91,184.92.117.107,57482,48322,TCP,789,RST,741,receiving data,1
2024-05-28 00:03:33.215066,Smart Thermostat,241.183.4.131,233.24.5.134,51548,57608,UDP,467,SYN,123,sending data,0
2024-05-27 00:04:18.215066,Smart Thermostat,45.58.161.32,3.193.6.168,27352,16904,UDP,1103,FIN,214,sending data,1
2024-05-27 11:06:27.215066,Smart Thermostat,227.51.60.234,174.88.208.234,43029,35836,TCP,98,,1307,receiving data,0
2024-05-27 18:20:23.215066,Smart Thermostat,35.142.213.139,242.161.63.248,56699,34330,UDP,887,ACK,988,idle,1
2024-05-26 21:42:42.215066,Smart Thermostat,192.52.143.109,75.149.218.31,50120,25163,UDP,96,SYN,521,idle,1
2024-05-27 13:05:17.215066,Smart Thermostat,30.98.109.93,113.237.225.91,50017,16054,UDP,843,FIN,518,idle,0
2024-05-27 20:04:40.215066,Smart Thermostat,242.74.14.23,224.38.213.52,51119,9371,TCP,1315,FIN,935,sending data,1
2024-05-27 14:08:29.215066,Smart Thermostat,94.48.177.125,2.117.203.18,7987,23124,TCP,557,ACK,267,receiving data,1
2024-05-27 11:44:22.215066,Smart Thermostat,4.64.104.89,152.41.175.6,27823,45427,UDP,531,FIN,28,receiving data,0
2024-05-28 00:29:21.215066,Smart Thermostat,237.13.248.193,0.130.130.203,55348,60216,UDP,958,,182,sending data,0
2024-05-27 23:17:10.215066,Smart Thermostat,151.18.11.75,158.245.136.29,60202,51727,TCP,1076,ACK,610,idle,0
2024-05-27 02:58:47.215066,Smart Thermostat,119.69.252.213,20.172.94.138,55669,37350,UDP,69,ACK,373,receiving data,1
2024-05-27 21:10:51.215066,Smart Thermostat,156.222.228.237,216.248.33.244,39816,10759,TCP,1035,,1024,sending data,1
2024-05-27 09:48:15.215066,Smart Thermostat,210.202.199.185,152.88.97.73,48495,6024,TCP,1044,RST,769,sending data,0
2024-05-27 18:42:20.215066,Smart Thermostat,178.132.68.31,68.137.216.12,13720,26405,TCP,476,ACK,925,receiving data,1
2024-05-27 18:07:57.215066,Smart Thermostat,103.220.195.247,75.73.171.165,54208,50287,UDP,876,RST,19,sending data,0
2024-05-26 22:46:33.215066,Smart Thermostat,28.80.133.169,166.248.166.192,46649,14503,TCP,339,RST,202,idle,1
2024-05-27 08:59:19.215066,Smart Thermostat,214.222.15.121,151.123.10.80,29797,45828,UDP,1421,SYN,638,receiving data,1
2024-05-27 10:20:01.215066,Smart Thermostat,189.204.230.140,77.74.55.190,24958,27887,UDP,717,ACK,342,idle,1
2024-05-27 11:38:23.215066,Smart Thermostat,137.164.147.59,29.171.229.31,60911,17455,TCP,766,SYN,232,receiving data,1
2024-05-26 23:14:25.215066,Smart Thermostat,187.206.140.39,118.22.90.225,29395,47451,UDP,747,ACK,631,receiving data,0
2024-05-27 01:56:42.215066,Smart Thermostat,51.158.106.187,99.195.189.90,23375,1415,TCP,860,SYN,1031,receiving data,1
2024-05-27 23:34:40.215066,Smart Thermostat,150.92.180.103,73.194.246.202,55419,61763,UDP,128,SYN,1048,idle,1
2024-05-27 02:31:50.215066,Smart Thermostat,131.6.222.150,36.179.203.245,6572,40599,UDP,1264,,59,sending data,0
2024-05-26 21:54:52.215066,Smart Thermostat,52.110.137.47,252.24.166.38,22842,63905,TCP,314,ACK,1104,sending data,1
2024-05-27 08:33:15.216070,Smart Thermostat,138.151.193.59,255.70.188.200,37031,8600,TCP,170,SYN,722,idle,1
2024-05-27 12:41:20.216070,Smart Thermostat,170.203.93.120,146.172.132.86,56677,18329,TCP,1286,FIN,1182,idle,1
2024-05-27 06:28:45.216070,Smart Thermostat,185.195.170.185,146.160.54.153,47034,60001,TCP,1380,,614,receiving data,1
2024-05-27 08:29:24.216070,Smart Thermostat,180.175.158.22,204.61.176.154,1829,11500,UDP,738,FIN,263,sending data,0
2024-05-26 21:18:02.216070,Smart Thermostat,69.96.157.40,223.35.86.243,50294,29560,UDP,783,,1059,receiving data,0
2024-05-27 09:09:37.216070,Smart Thermostat,83.238.72.241,82.100.172.34,23713,12528,TCP,750,RST,335,idle,0
2024-05-27 08:50:02.216070,Smart Thermostat,253.254.230.212,33.196.18.51,34601,64941,UDP,1002,FIN,333,sending data,0
2024-05-27 23:17:46.216070,Smart Thermostat,237.41.63.126,132.25.240.21,46279,42173,TCP,316,,749,idle,1
2024-05-26 23:00:29.216070,Smart Thermostat,58.142.94.49,231.191.90.45,21555,16311,TCP,101,,929,sending data,0
2024-05-27 02:07:14.216070,Smart Thermostat,185.26.136.53,23.118.162.83,50741,57531,UDP,1494,SYN,442,receiving data,1
2024-05-27 18:43:22.216070,Smart Thermostat,226.16.103.139,234.23.204.215,65204,16295,UDP,1209,RST,1238,sending data,1
2024-05-27 12:25:29.216070,Smart Thermostat,69.4.157.43,54.105.125.17,5445,20419,TCP,746,SYN,14,receiving data,1
2024-05-27 01:27:58.216070,Smart Thermostat,142.91.37.135,59.114.138.170,39040,53945,UDP,873,ACK,461,receiving data,1
2024-05-27 00:25:30.216070,Smart Thermostat,171.216.146.126,39.244.163.212,56340,29230,TCP,1337,FIN,784,sending data,1
2024-05-27 18:59:49.216070,Smart Thermostat,159.107.156.89,170.35.70.16,19062,1425,UDP,1061,ACK,680,idle,0
2024-05-27 23:35:47.216070,Smart Thermostat,37.57.5.97,151.48.144.24,45994,10893,TCP,897,RST,432,idle,1
2024-05-27 01:18:25.216070,Smart Thermostat,98.89.41.7,206.58.25.56,20010,14440,UDP,574,SYN,749,sending data,1
2024-05-27 00:49:11.216070,Smart Thermostat,191.240.196.1,250.89.161.107,25096,61184,TCP,1270,ACK,958,receiving data,0
2024-05-27 09:47:09.216070,Smart Thermostat,191.2.251.120,160.57.170.109,36059,23450,UDP,664,FIN,441,receiving data,0
2024-05-27 08:43:45.216070,Smart Thermostat,21.177.65.118,228.123.83.192,26541,41062,UDP,1361,SYN,752,receiving data,1
2024-05-27 16:18:34.216070,Smart Thermostat,249.86.166.244,130.116.57.89,14624,28545,UDP,1213,RST,234,receiving data,0
2024-05-27 18:04:47.216070,Smart Thermostat,66.13.54.145,34.10.252.140,7219,38423,TCP,884,SYN,751,receiving data,1
2024-05-27 23:56:03.216070,Smart Thermostat,235.93.74.36,34.144.35.195,24394,32219,UDP,1064,SYN,178,idle,0
2024-05-27 17:39:25.216070,Smart Thermostat,120.50.107.47,107.207.108.156,64818,31851,TCP,759,RST,1333,idle,1
2024-05-27 00:02:25.216070,Smart Thermostat,163.79.120.247,31.183.130.121,41871,35456,TCP,201,FIN,576,sending data,0
2024-05-27 21:09:03.216070,Smart Thermostat,103.114.40.101,100.130.144.72,37621,6436,UDP,244,,1241,receiving data,1
2024-05-27 02:05:37.216070,Smart Thermostat,97.226.223.38,114.55.224.6,48036,14240,UDP,1196,,1237,sending data,1
2024-05-27 19:30:47.216070,Smart Thermostat,44.155.255.246,60.229.214.141,6780,25034,UDP,1384,ACK,820,receiving data,1
2024-05-27 21:57:39.216070,Smart Thermostat,176.174.174.246,233.227.2.34,33939,49793,UDP,667,ACK,908,receiving data,0
2024-05-27 21:39:42.216070,Smart Thermostat,253.252.149.20,191.201.202.114,22081,37705,UDP,1146,RST,283,idle,1
2024-05-27 15:52:53.216070,Smart Thermostat,164.217.152.5,13.146.179.140,22621,9350,TCP,487,FIN,871,receiving data,1
2024-05-27 21:21:01.216070,Smart Thermostat,97.100.89.116,142.147.191.108,21281,17084,UDP,863,FIN,1370,sending data,1
2024-05-27 20:31:33.216070,Smart Thermostat,199.232.196.173,37.168.129.160,26922,60663,UDP,1301,,106,receiving data,0
2024-05-27 23:20:23.216070,Smart Thermostat,160.196.145.224,241.117.49.46,32745,35256,UDP,569,ACK,1241,receiving data,0
2024-05-26 23:00:21.216070,Smart Thermostat,183.14.20.62,68.186.136.107,36820,22725,TCP,162,FIN,828,receiving data,0
2024-05-27 03:55:27.216070,Smart Thermostat,40.192.231.88,144.194.161.205,41880,1036,TCP,1397,FIN,202,idle,1
2024-05-27 19:13:14.216070,Smart Thermostat,114.111.132.224,184.116.229.119,9122,58337,TCP,1426,RST,976,sending data,1
2024-05-27 08:57:24.216070,Smart Thermostat,103.225.71.104,58.214.228.235,2203,30556,UDP,1418,RST,1349,sending data,1
2024-05-27 06:59:00.216070,Smart Thermostat,22.98.235.226,166.88.29.191,54672,34232,UDP,850,RST,1335,sending data,1
2024-05-27 04:04:19.216070,Smart Thermostat,249.79.192.231,98.62.240.114,21576,52464,TCP,1235,SYN,362,sending data,0
2024-05-27 05:43:47.216070,Smart Thermostat,79.108.227.156,116.187.106.232,34247,35562,TCP,1008,ACK,1247,receiving data,1
2024-05-27 21:22:22.216070,Smart Thermostat,166.139.255.206,54.80.23.139,8522,57143,TCP,771,RST,979,sending data,1
2024-05-27 01:21:17.216070,Smart Thermostat,199.118.80.147,78.154.90.8,51586,3192,UDP,695,FIN,1100,receiving data,0
2024-05-27 12:33:39.216070,Smart Thermostat,47.131.69.199,248.40.233.216,29242,48300,UDP,491,ACK,633,receiving data,1
2024-05-27 07:51:46.216070,Smart Thermostat,99.186.112.48,47.155.255.234,56104,61903,UDP,1354,,1391,idle,1
2024-05-27 03:24:20.216070,Smart Thermostat,219.155.176.76,199.240.163.216,27269,28549,TCP,1399,FIN,1044,idle,1
2024-05-27 17:46:37.216070,Smart Thermostat,86.135.226.73,144.163.232.23,10407,31413,UDP,1052,FIN,885,receiving data,1
2024-05-27 23:15:06.216070,Smart Thermostat,56.109.59.158,85.154.71.129,36335,63667,UDP,1143,RST,1089,receiving data,0
2024-05-27 15:06:46.216070,Smart Thermostat,80.112.93.138,212.197.41.8,1284,40757,UDP,776,FIN,793,idle,0
2024-05-26 23:52:02.216070,Smart Thermostat,0.163.110.9,32.69.136.183,30124,58380,UDP,644,FIN,1301,sending data,0
2024-05-27 10:52:25.216070,Smart Thermostat,110.177.86.115,137.127.190.13,16090,54510,UDP,552,RST,634,receiving data,1
2024-05-27 07:20:26.216070,Smart Thermostat,191.230.111.226,248.156.229.170,36094,32038,UDP,448,RST,611,sending data,0
2024-05-27 02:32:47.216070,Smart Thermostat,198.228.166.225,170.67.251.29,1960,3584,TCP,1226,FIN,711,receiving data,0
2024-05-27 05:06:08.216070,Smart Thermostat,127.167.165.189,197.28.119.211,9537,37820,TCP,1074,RST,1070,receiving data,1
2024-05-27 09:34:31.216070,Smart Thermostat,41.226.91.137,126.97.98.180,24164,20737,UDP,1327,SYN,1239,sending data,1
2024-05-27 06:34:04.216070,Smart Thermostat,224.62.12.86,4.129.76.227,62174,26220,UDP,151,,3,idle,0
2024-05-27 20:27:14.216070,Smart Thermostat,19.208.192.19,110.34.149.250,17319,4700,TCP,123,RST,410,idle,0
2024-05-27 21:44:58.216070,Smart Thermostat,179.17.230.34,75.238.16.31,59747,33671,UDP,855,SYN,614,sending data,1
2024-05-27 22:01:12.216070,Smart Thermostat,240.137.31.222,202.130.78.207,53004,59224,TCP,1493,,511,receiving data,0
2024-05-27 15:26:37.216070,Smart Thermostat,49.240.252.181,131.38.113.6,33130,54553,UDP,449,FIN,781,receiving data,1
2024-05-27 09:32:02.216070,Smart Thermostat,35.19.35.172,250.40.124.77,5322,40281,UDP,1373,RST,1302,sending data,0
2024-05-27 19:02:07.217066,Smart Thermostat,186.217.106.188,74.181.199.174,15691,55287,UDP,521,ACK,659,receiving data,1
2024-05-27 15:29:14.217066,Smart Thermostat,47.155.110.111,110.186.113.2,37862,13773,TCP,890,ACK,1101,idle,1
2024-05-27 12:36:30.217066,Smart Thermostat,31.166.69.165,232.234.199.155,34495,12804,TCP,1472,,927,receiving data,0
2024-05-27 00:07:37.217066,Smart Thermostat,8.125.17.111,30.137.137.252,41937,56713,UDP,296,ACK,238,sending data,0
2024-05-27 10:15:25.217066,Smart Thermostat,139.254.96.49,151.75.71.58,33806,57648,TCP,687,,337,receiving data,0
2024-05-27 23:17:56.217066,Smart Thermostat,101.251.123.7,255.203.2.6,43613,47746,TCP,1160,,1337,receiving data,1
2024-05-26 23:56:16.217066,Smart Thermostat,125.79.95.56,18.190.50.16,35039,36188,TCP,845,ACK,1300,sending data,1
2024-05-27 02:43:45.217066,Smart Thermostat,198.252.50.188,115.133.80.133,24470,14494,TCP,409,RST,684,idle,0
2024-05-27 20:37:20.217066,Smart Thermostat,215.29.225.180,56.95.207.80,21477,58459,UDP,1005,FIN,1359,sending data,1
2024-05-27 10:18:27.217066,Smart Thermostat,112.242.47.155,88.220.207.83,17066,8048,UDP,1159,ACK,75,sending data,0
2024-05-26 21:54:23.217066,Smart Thermostat,217.124.116.237,1.74.140.2,17981,10579,TCP,737,SYN,835,sending data,1
2024-05-27 06:01:48.217066,Smart Thermostat,240.42.62.53,54.119.138.31,39413,26876,UDP,1057,ACK,21,sending data,1
2024-05-27 13:31:27.217066,Smart Thermostat,87.86.48.161,80.210.146.84,24744,35990,TCP,176,ACK,393,receiving data,0
2024-05-27 06:58:03.217066,Smart Thermostat,216.134.165.62,143.7.147.207,52868,53525,TCP,473,ACK,158,sending data,0
2024-05-27 08:36:57.217066,Smart Thermostat,211.223.63.162,124.19.220.151,38090,60456,TCP,1065,FIN,1071,sending data,0
2024-05-27 11:16:58.217066,Smart Thermostat,13.83.151.182,251.98.220.38,30585,21530,TCP,710,RST,372,sending data,0
2024-05-27 21:07:08.217066,Smart Thermostat,179.101.40.205,84.31.199.129,42950,50652,TCP,898,,191,idle,0
2024-05-27 11:02:41.217066,Smart Thermostat,246.240.5.186,196.40.202.74,4165,12475,TCP,415,,995,idle,1
2024-05-26 21:11:42.217066,Smart Thermostat,20.206.69.12,155.203.59.126,54072,65316,UDP,1318,SYN,752,receiving data,1
